Produto;Refer?ncia;Saldo;
Vestido Desiree | Marrom | G;198;0,0000
Vestido Desiree | Marrom | M;197;0,0000
Vestido Desiree | Marrom | P;196;0,0000
Vestido Deyse | Off | G;201;0,0000
Vestido Deyse | Off | M;200;0,0000
Vestido Deyse | Off | P;199;0,0000
Vestido Deyse | Preto | G;204;0,0000
Vestido Deyse | Preto | M;203;0,0000
Vestido Deyse | Preto | P;202;0,0000
Vestido Jangada | Azul | G;267;0,0000
Vestido Jangada | Azul | M;266;0,0000
Vestido Jangada | Azul | P;265;0,0000
Vestido Jangada | Azul Bic | G;270;0,0000
Vestido Jangada | Azul Bic | M;269;0,0000
Vestido Jangada | Azul Bic | P;268;0,0000
Vestido Melina | Acafrao | G;211;0,0000
Vestido Melina | Acafrao | M;210;0,0000
Vestido Melina | Acafrao | P;209;0,0000
Vestido Prana | Areia;281;0,0000
Vestido Prana | Marrom;282;0,0000
Vestido Prana | Preto;283;0,0000
Vestido Ravena | Curry | G;195;0,0000
Vestido Ravena | Curry | M;194;0,0000
Vestido Ravena | Curry | P;193;0,0000
Vestido Salvia | Abacate | G;189;0,0000
Vestido Salvia | Abacate | M;188;0,0000
Vestido Salvia | Abacate | P;187;0,0000
Vestido Salvia | Marrom | G;186;0,0000
Vestido Salvia | Marrom | M;185;0,0000
Vestido Salvia | Marrom | P;184;0,0000
Vestido Salvia | Sapoti | G;192;0,0000
Vestido Salvia | Sapoti | M;191;0,0000
Vestido Salvia | Sapoti | P;190;0,0000
Vinho Tinto Suave Pinheirense 4L;49;0,0000
Wafer Renata Chocolate 115G;81;0,0000
Wafer Renata Lim?O 115G;147;0,0000
Wafer Renata Morango 115G;78;0,0000
